anime_id,titulo,titulo_ingles,titulo_japones,tipo,fonte,episodios,status,em_exibicao,data_inicio_exibicao,data_fim_exibicao,duracao_min,classificacao_etaria,ano,temporada
101921,Kaguya-sama wa Kokurasetai: Tensaitachi no Renai Zunousen,Kaguya-sama: Love is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,TV,MANGA,12.0,FINISHED,False,2019-01-12,2019-03-30,24.0,,2019.0,winter
105333,Dr. STONE,Dr. STONE,Dr.STONE,TV,MANGA,24.0,FINISHED,False,2019-07-05,2019-12-13,24.0,,2019.0,summer
21827,Violet Evergarden,Violet Evergarden,ヴァイオレット・エヴァーガーデン,TV,LIGHT_NOVEL,13.0,FINISHED,False,2018-01-11,2018-04-05,24.0,,2018.0,winter
101348,VINLAND SAGA,Vinland Saga,ヴィンランド・サガ,TV,MANGA,24.0,FINISHED,False,2019-07-08,2019-12-30,24.0,,2019.0,summer
4224,Toradora!,Toradora!,とらドラ！,TV,LIGHT_NOVEL,25.0,FINISHED,False,2008-10-02,2009-03-26,24.0,,2008.0,fall
19815,No Game No Life,"No Game, No Life",ノーゲーム・ノーライフ,TV,LIGHT_NOVEL,12.0,FINISHED,False,2014-04-09,2014-06-25,24.0,,2014.0,spring
20447,Noragami,Noragami,ノラガミ,TV,MANGA,12.0,FINISHED,False,2014-01-05,2014-03-23,24.0,,2014.0,winter
20613,Akame ga Kill!,Akame ga Kill!,アカメが斬る！,TV,MANGA,24.0,FINISHED,False,2014-07-07,2014-12-15,24.0,,2014.0,summer
124080,Horimiya,Horimiya,ホリミヤ,TV,MANGA,13.0,FINISHED,False,2021-01-10,2021-04-04,24.0,,2021.0,winter
104276,Boku no Hero Academia 4,My Hero Academia Season 4,僕のヒーローアカデミア４,TV,MANGA,25.0,FINISHED,False,2019-10-12,2020-04-04,24.0,,2019.0,fall
20789,Nanatsu no Taizai,The Seven Deadly Sins,七つの大罪,TV,MANGA,24.0,FINISHED,False,2014-10-05,2015-03-29,25.0,,2014.0,fall
21202,Kono Subarashii Sekai ni Shukufuku wo!,KONOSUBA -God's blessing on this wonderful world!,この素晴らしい世界に祝福を！,TV,LIGHT_NOVEL,10.0,FINISHED,False,2016-01-14,2016-03-17,23.0,,2016.0,winter
269,BLEACH,Bleach,BLEACH,TV,MANGA,366.0,FINISHED,False,2004-10-05,2012-03-27,24.0,,2004.0,fall
112151,Kimetsu no Yaiba: Mugen Ressha-hen,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,鬼滅の刃 無限列車編,MOVIE,MANGA,1.0,FINISHED,False,2020-10-16,2020-10-16,117.0,,2020.0,fall
20623,Kiseijuu: Sei no Kakuritsu,Parasyte -the maxim-,寄生獣 セイの格率,TV,MANGA,24.0,FINISHED,False,2014-10-09,2015-03-26,24.0,,2014.0,fall
99423,Darling in the Franxx,DARLING in the FRANXX,ダーリン・イン・ザ・フランキス,TV,ORIGINAL,24.0,FINISHED,False,2018-01-13,2018-07-07,24.0,,2018.0,winter
1575,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,コードギアス 反逆のルルーシュ,TV,ORIGINAL,25.0,FINISHED,False,2006-10-06,2007-07-28,24.0,,2006.0,fall
30,Shin Seiki Evangelion,Neon Genesis Evangelion,新世紀エヴァンゲリオン,TV,ORIGINAL,26.0,FINISHED,False,1995-10-03,1996-03-27,24.0,,1995.0,fall
145064,Jujutsu Kaisen 2nd Season,JUJUTSU KAISEN Season 2,呪術廻戦 第2期,TV,MANGA,23.0,FINISHED,False,2023-07-06,2023-12-28,24.0,,2023.0,summer
105310,Enen no Shouboutai,Fire Force,炎炎ノ消防隊,TV,MANGA,24.0,FINISHED,False,2019-07-06,2019-12-28,24.0,,2019.0,summer
142329,Kimetsu no Yaiba: Yuukaku-hen,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,鬼滅の刃 遊郭編,TV,MANGA,11.0,FINISHED,False,2021-12-05,2022-02-13,24.0,,2022.0,winter
199,Sen to Chihiro no Kamikakushi,Spirited Away,千と千尋の神隠し,MOVIE,ORIGINAL,1.0,FINISHED,False,2001-07-20,2001-07-20,125.0,,2001.0,summer
14719,JoJo no Kimyou na Bouken (TV),JoJo's Bizarre Adventure (TV),ジョジョの奇妙な冒険 (TV),TV,MANGA,26.0,FINISHED,False,2012-10-06,2013-04-06,24.0,,2012.0,fall
154587,Sousou no Frieren,Frieren: Beyond Journey’s End,葬送のフリーレン,TV,MANGA,28.0,FINISHED,False,2023-09-29,2024-03-22,24.0,,2023.0,fall
20931,Death Parade,Death Parade,デス・パレード,TV,ORIGINAL,12.0,FINISHED,False,2015-01-10,2015-03-28,23.0,,2015.0,winter
97668,One Punch Man 2,One-Punch Man Season 2,ワンパンマン 2,TV,MANGA,12.0,FINISHED,False,2019-04-10,2019-07-03,24.0,,2019.0,spring
1,Cowboy Bebop,Cowboy Bebop,カウボーイビバップ,TV,ORIGINAL,26.0,FINISHED,False,1998-04-03,1999-04-24,24.0,,1998.0,spring
9919,Ao no Exorcist,Blue Exorcist,青の祓魔師,TV,MANGA,25.0,FINISHED,False,2011-04-17,2011-10-02,24.0,,2011.0,spring
101280,Tensei Shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,転生したらスライムだった件,TV,LIGHT_NOVEL,24.0,FINISHED,False,2018-10-02,2019-03-19,24.0,,2018.0,fall
99263,Tate no Yuusha no Nariagari,The Rising of the Shield Hero,盾の勇者の成り上がり,TV,LIGHT_NOVEL,25.0,FINISHED,False,2019-01-09,2019-06-26,24.0,,2019.0,winter
98314,Kakegurui,Kakegurui,賭ケグルイ,TV,MANGA,12.0,FINISHED,False,2017-07-01,2017-09-23,25.0,,2017.0,summer
108465,Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,TV,LIGHT_NOVEL,11.0,FINISHED,False,2021-01-11,2021-03-22,24.0,,2021.0,winter
20594,Sword Art Online II,Sword Art Online II,ソードアート・オンライン II,TV,LIGHT_NOVEL,24.0,FINISHED,False,2014-07-05,2014-12-20,24.0,,2014.0,summer
101338,Mob Psycho 100 II,Mob Psycho 100 II,モブサイコ100 II,TV,MANGA,13.0,FINISHED,False,2019-01-07,2019-04-01,24.0,,2019.0,winter
98659,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Classroom of the Elite,ようこそ実力至上主義の教室へ,TV,LIGHT_NOVEL,12.0,FINISHED,False,2017-07-12,2017-09-27,24.0,,2017.0,summer
120120,Tokyo Revengers,Tokyo Revengers,東京リベンジャーズ,TV,MANGA,24.0,FINISHED,False,2021-04-11,2021-09-19,24.0,,2021.0,spring
6547,Angel Beats!,Angel Beats!,Angel Beats!,TV,ORIGINAL,13.0,FINISHED,False,2010-04-03,2010-06-26,24.0,,2010.0,spring
151807,Ore dake Level Up na Ken,Solo Leveling,俺だけレベルアップな件,TV,OTHER,12.0,FINISHED,False,2024-01-07,2024-03-31,24.0,,2024.0,winter
131681,Shingeki no Kyojin: The Final Season Part 2,Attack on Titan Final Season Part 2,進撃の巨人 The Final Season Part 2,TV,MANGA,12.0,FINISHED,False,2022-01-10,2022-04-04,24.0,,2022.0,winter
112641,Kaguya-sama wa Kokurasetai?: Tensaitachi no Renai Zunousen,Kaguya-sama: Love is War?,かぐや様は告らせたい？～天才たちの恋愛頭脳戦～,TV,MANGA,12.0,FINISHED,False,2020-04-11,2020-06-27,25.0,,2020.0,spring
131573,Jujutsu Kaisen 0,JUJUTSU KAISEN 0,呪術廻戦 0,MOVIE,MANGA,1.0,FINISHED,False,2021-12-24,2021-12-24,105.0,,2021.0,fall
20997,Charlotte,,Charlotte(シャーロット),TV,ORIGINAL,13.0,FINISHED,False,2015-07-05,2015-09-27,24.0,,2015.0,summer
10620,Mirai Nikki,The Future Diary,未来日記,TV,MANGA,26.0,FINISHED,False,2011-10-09,2012-04-15,23.0,,2011.0,fall
132405,Sono Bisque Doll wa Koi wo Suru,My Dress-Up Darling,その着せ替え人形は恋をする,TV,MANGA,12.0,FINISHED,False,2022-01-09,2022-03-27,24.0,,2022.0,winter
21311,Bungou Stray Dogs,Bungo Stray Dogs,文豪ストレイドッグス,TV,MANGA,12.0,FINISHED,False,2016-04-07,2016-06-23,24.0,,2016.0,spring
18679,Kill la Kill,Kill la Kill,キルラキル,TV,ORIGINAL,24.0,FINISHED,False,2013-10-04,2014-03-28,24.0,,2013.0,fall
117193,Boku no Hero Academia 5,My Hero Academia Season 5,僕のヒーローアカデミア５,TV,MANGA,25.0,FINISHED,False,2021-03-27,2021-09-25,24.0,,2021.0,spring
20850,Tokyo Ghoul √A,Tokyo Ghoul √A,東京喰種[トーキョーグール]√A,TV,MANGA,12.0,FINISHED,False,2015-01-09,2015-03-27,24.0,,2015.0,winter
97986,Made in Abyss,Made in Abyss,メイドインアビス,TV,MANGA,13.0,FINISHED,False,2017-07-07,2017-09-29,25.0,,2017.0,summer
20923,Shokugeki no Souma,Food Wars!,食戟のソーマ,TV,MANGA,24.0,FINISHED,False,2015-04-04,2015-09-26,25.0,,2015.0,spring
20832,Overlord,Overlord,オーバーロード,TV,LIGHT_NOVEL,13.0,FINISHED,False,2015-07-07,2015-09-29,24.0,,2015.0,summer
20992,Haikyuu!! 2nd Season,HAIKYU!! 2nd Season,ハイキュー!! セカンドシーズン,TV,MANGA,25.0,FINISHED,False,2015-10-04,2016-03-26,24.0,,2015.0,fall
20920,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Is It Wrong to Try to Pick Up Girls in a Dungeon?,ダンジョンに出会いを求めるのは間違っているだろうか,TV,LIGHT_NOVEL,13.0,FINISHED,False,2015-04-04,2015-06-27,24.0,,2015.0,spring
15809,Hataraku Maou-sama!,The Devil is a Part-Timer!,はたらく魔王さま!,TV,LIGHT_NOVEL,13.0,FINISHED,False,2013-04-04,2013-06-27,24.0,,2013.0,spring
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Anohana: The Flower We Saw That Day,あの日見た花の名前を僕達はまだ知らない。,TV,ORIGINAL,11.0,FINISHED,False,2011-04-15,2011-06-24,22.0,,2011.0,spring
3588,Soul Eater,Soul Eater,ソウルイーター,TV,MANGA,51.0,FINISHED,False,2008-04-07,2009-03-30,24.0,,2008.0,spring
11111,Another,Another,アナザー,TV,LIGHT_NOVEL,12.0,FINISHED,False,2012-01-10,2012-03-27,24.0,,2012.0,winter
120377,Cyberpunk: Edgerunners,Cyberpunk: Edgerunners,サイバーパンク エッジランナーズ,ONA,VIDEO_GAME,10.0,FINISHED,False,2022-09-13,2022-09-13,24.0,,2022.0,summer
171018,Dandadan,DAN DA DAN,ダンダダン,TV,MANGA,12.0,FINISHED,False,2024-10-04,2024-12-20,24.0,,2024.0,fall
14813,Yahari Ore no Seishun Love Come wa Machigatteiru.,My Teen Romantic Comedy SNAFU,やはり俺の青春ラブコメはまちがっている。,TV,LIGHT_NOVEL,13.0,FINISHED,False,2013-04-05,2013-06-28,24.0,,2013.0,spring
6702,FAIRY TAIL,Fairy Tail,FAIRY TAIL,TV,MANGA,175.0,FINISHED,False,2009-10-12,2013-03-30,24.0,,2009.0,fall
2001,Tengen Toppa Gurren Lagann,Gurren Lagann,天元突破グレンラガン,TV,ORIGINAL,27.0,FINISHED,False,2007-04-01,2007-09-30,24.0,,2007.0,spring
108632,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Re:ZERO -Starting Life in Another World- Season 2,Re:ゼロから始める異世界生活 2nd Season,TV,LIGHT_NOVEL,13.0,FINISHED,False,2020-07-08,2020-09-30,26.0,,2020.0,summer
21699,Kono Subarashii Sekai ni Shukufuku wo! 2,KONOSUBA -God's blessing on this wonderful world! 2,この素晴らしい世界に祝福を！2,TV,LIGHT_NOVEL,10.0,FINISHED,False,2017-01-12,2017-03-16,23.0,,2017.0,winter
101347,Dororo,Dororo,どろろ,TV,MANGA,24.0,FINISHED,False,2019-01-07,2019-06-24,24.0,,2019.0,winter
99750,Kimi no Suizou wo Tabetai,I Want to Eat Your Pancreas,君の膵臓をたべたい,MOVIE,OTHER,1.0,FINISHED,False,2018-09-01,2018-09-01,108.0,,2018.0,summer
145139,Kimetsu no Yaiba: Katanakaji no Sato-hen,Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,鬼滅の刃 刀鍛冶の里編,TV,MANGA,11.0,FINISHED,False,2023-04-09,2023-06-18,24.0,,2023.0,spring
21170,Ansatsu Kyoushitsu 2nd Season,Assassination Classroom Second Season,暗殺教室 第２期,TV,MANGA,25.0,FINISHED,False,2016-01-08,2016-07-01,23.0,,2016.0,winter
431,Howl no Ugoku Shiro,Howl‘s Moving Castle,ハウルの動く城,MOVIE,OTHER,1.0,FINISHED,False,2004-11-20,2004-11-20,119.0,,2004.0,fall
21698,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,HAIKYU!! 3rd Season,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,TV,MANGA,10.0,FINISHED,False,2016-10-08,2016-12-10,25.0,,2016.0,fall
2904,Code Geass: Hangyaku no Lelouch R2,Code Geass: Lelouch of the Rebellion R2,コードギアス 反逆のルルーシュ R2,TV,ORIGINAL,25.0,FINISHED,False,2008-04-06,2008-09-28,24.0,,2008.0,spring
129874,Kimetsu no Yaiba: Mugen Ressha-hen (TV),Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,鬼滅の刃 無限列車編 (TV),TV,MANGA,7.0,FINISHED,False,2021-10-10,2021-11-28,23.0,,2021.0,fall
128893,Jigokuraku,Hell’s Paradise,地獄楽,TV,MANGA,13.0,FINISHED,False,2023-04-01,2023-07-01,24.0,,2023.0,spring
21804,Saiki Kusuo no Ψ-nan,The Disastrous Life of Saiki K.,斉木楠雄のΨ難,TV_SHORT,MANGA,120.0,FINISHED,False,2016-07-04,2016-12-26,5.0,,2016.0,summer
13601,PSYCHO-PASS,PSYCHO-PASS,PSYCHO-PASS サイコパス,TV,ORIGINAL,22.0,FINISHED,False,2012-10-12,2013-03-22,23.0,,2012.0,fall
106286,Tenki no Ko,Weathering With You,天気の子,MOVIE,ORIGINAL,1.0,FINISHED,False,2019-07-19,2019-07-19,115.0,,2019.0,summer
14741,Chuunibyou demo Koi ga Shitai!,"Love, Chunibyo & Other Delusions",中二病でも恋がしたい!,TV,LIGHT_NOVEL,12.0,FINISHED,False,2012-10-04,2012-12-20,24.0,,2012.0,fall
98460,DEVILMAN crybaby,Devilman Crybaby,DEVILMAN crybaby,ONA,MANGA,10.0,FINISHED,False,2018-01-05,2018-01-05,25.0,,2018.0,winter
12189,Hyouka,Hyouka,氷菓,TV,LIGHT_NOVEL,22.0,FINISHED,False,2012-04-23,2012-09-16,26.0,,2012.0,spring
10087,Fate/Zero,Fate/Zero,Fate/Zero,TV,LIGHT_NOVEL,13.0,FINISHED,False,2011-10-02,2011-12-25,24.0,,2011.0,fall
20474,JoJo no Kimyou na Bouken: Stardust Crusaders,JoJo's Bizarre Adventure: Stardust Crusaders,ジョジョの奇妙な冒険 スターダストクルセイダース,TV,MANGA,24.0,FINISHED,False,2014-04-05,2014-09-13,24.0,,2014.0,spring
5081,Bakemonogatari,Bakemonogatari,化物語,TV,LIGHT_NOVEL,15.0,FINISHED,False,2009-07-03,2010-06-25,24.0,,2009.0,summer
19,MONSTER,Monster,MONSTER,TV,MANGA,74.0,FINISHED,False,2004-04-07,2005-09-28,24.0,,2004.0,spring
115230,Kami no Tou: Tower of God,Tower of God,神之塔 -Tower of God-,TV,MANGA,13.0,FINISHED,False,2020-04-02,2020-06-25,25.0,,2020.0,spring
113936,Dr. STONE: STONE WARS,Dr. STONE: STONE WARS,Dr.STONE STONE WARS,TV,MANGA,11.0,FINISHED,False,2021-01-14,2021-03-25,24.0,,2021.0,winter
21776,Kobayashi-san Chi no Maidragon,Miss Kobayashi's Dragon Maid,小林さんちのメイドラゴン,TV,MANGA,13.0,FINISHED,False,2017-01-12,2017-04-06,24.0,,2017.0,winter
142838,SPY×FAMILY Part 2,SPY x FAMILY Cour 2,SPY×FAMILY 第2クール,TV,MANGA,13.0,FINISHED,False,2022-10-01,2022-12-24,24.0,,2022.0,fall
20829,Owari no Seraph,Seraph of the End: Vampire Reign,終わりのセラフ,TV,MANGA,12.0,FINISHED,False,2015-04-04,2015-06-20,24.0,,2015.0,spring
99578,Wotaku ni Koi wa Muzukashii,Wotakoi: Love is Hard for Otaku,ヲタクに恋は難しい,TV,MANGA,11.0,FINISHED,False,2018-04-13,2018-06-22,23.0,,2018.0,spring
150672,[Oshi no Ko],OSHI NO KO,【推しの子】,TV,MANGA,11.0,FINISHED,False,2023-04-12,2023-06-28,24.0,,2023.0,spring
9756,Mahou Shoujo Madoka☆Magica,Puella Magi Madoka Magica,魔法少女まどか☆マギカ,TV,ORIGINAL,12.0,FINISHED,False,2011-01-07,2011-04-22,24.0,,2011.0,winter
137822,Blue Lock,BLUE LOCK,ブルーロック,TV,MANGA,24.0,FINISHED,False,2022-10-09,2023-03-26,25.0,,2022.0,fall
108725,Yakusoku no Neverland 2,The Promised Neverland Season 2,約束のネバーランド2,TV,MANGA,11.0,FINISHED,False,2021-01-08,2021-03-26,23.0,,2021.0,winter
127720,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Mushoku Tensei: Jobless Reincarnation Cour 2,無職転生 ～異世界行ったら本気だす～ 第2クール,TV,LIGHT_NOVEL,12.0,FINISHED,False,2021-10-04,2021-12-20,24.0,,2021.0,fall
116589,86: Eighty Six,86 EIGHTY-SIX,86－エイティシックス－,TV,LIGHT_NOVEL,11.0,FINISHED,False,2021-04-11,2021-06-20,24.0,,2021.0,spring
103572,Go-toubun no Hanayome,The Quintessential Quintuplets,五等分の花嫁,TV,MANGA,12.0,FINISHED,False,2019-01-11,2019-03-29,24.0,,2019.0,winter
161645,Kusuriya no Hitorigoto,The Apothecary Diaries,薬屋のひとりごと,TV,LIGHT_NOVEL,24.0,FINISHED,False,2023-10-22,2024-03-24,23.0,,2023.0,fall
133965,"Komi-san wa, Komyushou desu.",Komi Can’t Communicate,古見さんは、コミュ症です。,TV,MANGA,12.0,FINISHED,False,2021-10-07,2021-12-23,24.0,,2021.0,fall
108511,Tensei Shitara Slime Datta Ken 2nd Season,That Time I Got Reincarnated as a Slime Season 2,転生したらスライムだった件 第2期,TV,LIGHT_NOVEL,12.0,FINISHED,False,2021-01-12,2021-03-30,24.0,,2021.0,winter
114535,Fumetsu no Anata e,To Your Eternity,不滅のあなたへ,TV,MANGA,20.0,FINISHED,False,2021-04-12,2021-08-30,25.0,,2021.0,spring
21450,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,JoJo's Bizarre Adventure: Diamond is Unbreakable,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,TV,MANGA,39.0,FINISHED,False,2016-04-02,2016-12-24,24.0,,2016.0,spring
11617,High School DxD,High School DxD,ハイスクールD×D,TV,LIGHT_NOVEL,12.0,FINISHED,False,2012-01-06,2012-03-23,24.0,,2012.0,winter
21128,Noragami ARAGOTO,Noragami Aragoto,ノラガミ ARAGOTO,TV,MANGA,13.0,FINISHED,False,2015-10-03,2015-12-26,24.0,,2015.0,fall
130298,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,陰の実力者になりたくて！,TV,LIGHT_NOVEL,20.0,FINISHED,False,2022-10-05,2023-02-15,24.0,,2022.0,fall
105334,Fruits Basket: 1st Season,Fruits Basket (2019),フルーツバスケット 1st Season,TV,MANGA,25.0,FINISHED,False,2019-04-06,2019-09-21,24.0,,2019.0,spring
100388,BANANA FISH,BANANA FISH,BANANA FISH,TV,MANGA,24.0,FINISHED,False,2018-07-06,2018-12-21,23.0,,2018.0,summer
113813,"Kanojo, Okarishimasu",Rent-a-Girlfriend,彼女、お借りします,TV,MANGA,12.0,FINISHED,False,2020-07-11,2020-09-26,24.0,,2020.0,summer
100240,Tokyo Ghoul:re,Tokyo Ghoul:re,東京喰種-トーキョーグール-:re,TV,MANGA,12.0,FINISHED,False,2018-04-03,2018-06-19,24.0,,2018.0,spring
119661,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re:ZERO -Starting Life in Another World- Season 2 Part 2,Re:ゼロから始める異世界生活 2nd Season Part 2,TV,LIGHT_NOVEL,12.0,FINISHED,False,2021-01-06,2021-03-24,30.0,,2021.0,winter
176496,Ore dake Level Up na Ken: Season 2 - Arise from the Shadow,Solo Leveling Season 2 -Arise from the Shadow-,俺だけレベルアップな件 Season 2 -Arise from the Shadow-,TV,OTHER,13.0,FINISHED,False,2025-01-05,2025-03-30,24.0,,2025.0,winter
101165,Goblin Slayer,GOBLIN SLAYER,ゴブリンスレイヤー,TV,LIGHT_NOVEL,12.0,FINISHED,False,2018-10-07,2018-12-30,24.0,,2018.0,fall
164,Mononoke-hime,Princess Mononoke,もののけ姫,MOVIE,ORIGINAL,1.0,FINISHED,False,1997-07-12,1997-07-12,134.0,,1997.0,summer
114236,Enen no Shouboutai: Ni no Shou,Fire Force Season 2,炎炎ノ消防隊 弐ノ章,TV,MANGA,24.0,FINISHED,False,2020-07-04,2020-12-12,24.0,,2020.0,summer
102883,JoJo no Kimyou na Bouken: Ougon no Kaze,JoJo's Bizarre Adventure: Golden Wind,ジョジョの奇妙な冒険 黄金の風,TV,MANGA,39.0,FINISHED,False,2018-10-06,2019-07-28,24.0,,2018.0,fall
2167,CLANNAD,Clannad,ＣＬＡＮＮＡＤ -クラナド-,TV,VISUAL_NOVEL,23.0,FINISHED,False,2007-10-05,2008-03-28,24.0,,2007.0,fall
116006,THE GOD OF HIGH SCHOOL,The God of High School,THE GOD OF HIGH SCHOOL ゴッド・オブ・ハイスクール,TV,MANGA,13.0,FINISHED,False,2020-07-06,2020-09-28,24.0,,2020.0,summer
